genus,species,subspecies,variant,span
Agrostis,tenuis,,,perennial
Stipa,tenuis,,,perennial
Juncus,tenuis,,,perennial
Lotus,tenuis,,,perennial
Juncus,tenuis,,,perennial
Lessingia,tenuis,,,annual
Cleome,tenuis,,,annual
Alchemilla,tenuis,,,perennial
Lipochaeta,tenuis,,,perennial
Brachyscome,tenuiscapa,,,perennial
Isocoma,tenuisecta,,,perennial
Phtheirospermum,tenuisectum,,,perennial
Habenaria,tenuispica,,,perennial
Gnephosis,tenuissima,,,annual
Gnephosis,tenuissima,,,annual
Vittadinia,tenuissima,,,annual
Galium,tenuissimum,,,annual
Bupleurum,tenuissimum,,,annual
Galium,tenuissimum,,,annual/perennial
Allium,tenuissimum,,,perennial
Cyphostemma,tenuissimum,,,perennial
Thymophylla,tephroleuca,,,perennial
Potamogeton,tepperi,,,perennial
Schinus,terebinthifolius,,,perennial
Silphium,terebinthinaceum,,,perennial
Pistacia,terebinthus,,,perennial
Diodia,teres,,,annual
Crotalaria,teretifolia,,,annual
Hakea,teretifolia,,,perennial
Dendrobium,teretifolium,,,perennial
Crepis,terglouensis,,,perennial
Crepis,terglouensis,,,perennial
Gentiana,terglouensis,,,perennial
Eucalyptus,terminalis,,,perennial
Hedyotis,terminalis,,,perennial
Pachysandra,terminalis,,,perennial
Eucalyptus,terminalis,,,perennial
Pinellia,ternata,,,perennial
Arisaema,ternatum,,,perennial
Anthospermum,ternatum,,,perennial
Clematis,terniflora,,,perennial
Manostachya,ternifolia,,,perennial
Aristida,ternipes,,,perennial
Tribulus,terrestris,,,annual
Tribulus,terrestris,,,annual
Brodiaea,terrestris,,,perennial
Caladenia,tessellata,,,perennial
Vanda,tessellata,,,perennial
Polystachya,tessellata,,,perennial
Ceratocephala,testiculata,,,annual
Ceratocephala,testiculata,,,annual
Peliosanthes,teta,,,perennial
Habenaria,tetraceras,,,perennial
Leptorhynchos,tetrachaetus,,,perennial
Tetragonia,tetragonioides,,,annual
Tetragonia,tetragonioides,,,annual
Tetragonia,tetragonioides,,,perennial
Tetragonia,tetragonoides,,,biennial/perennial
Psophocarpus,tetragonolobus,,,perennial
Acacia,tetragonophylla,,,perennial
Acacia,tetragonophylla,,,perennial
Epilobium,tetragonum,,,perennial
Epilobium,tetragonum,,,perennial
Epilobium,tetragonum,,,perennial
Dendrobium,tetragonum,,,perennial
Exacum,tetragonum,,,annual
Gonocarpus,tetragynus,,,perennial
Galeopsis,tetrahit,,,annual
Galeopsis,tetrahit,,,annual
Galeopsis,tetrahit,,,annual
Galeopsis,tetrahit,,,annual
Galeopsis,tetrahit,,,annual
Galeopsis,tetrahit,,,annual
Galeopsis,tetrahit,,,annual
Erica,tetralix,,,perennial
Erica,tetralix,,,perennial
Sibbaldia,tetrandra,,,perennial
Cleome,tetrandra,,,annual
Peraxilla,tetrapetala,,,perennial
Peraxilla,tetrapetala,,,perennial
Peraxilla,tetrapetala,,,perennial
Peraxilla,tetrapetala,,,perennial
Pilea,tetraphylla,,,annual
Kalanchoe,tetraphylla,,,perennial
Polycarpon,tetraphyllum,,,annual
Polycarpon,tetraphyllum,,,annual
Polycarpon,tetraphyllum,,,annual
Polycarpon,tetraphyllum,,,annual
Sesbania,tetraptera,,,annual/biennial
Hypericum,tetrapterum,,,perennial
Anemone,tetrasepala,,,perennial
Vicia,tetrasperma,,,annual
Vicia,tetrasperma,,,annual
Vicia,tetrasperma,,,annual
Vicia,tetrasperma,,,annual
Vicia,tetrasperma,,,annual
Orobanche,teucrii,,,perennial
Orobanche,teucrii,,,annual/biennial/perennial
Veronica,teucrium,,,perennial
Veronica,teucrium,,,perennial
Tetragonotheca,texana,,,perennial
Salvia,texana,,,perennial
Gutierrezia,texana,,,annual
Lindheimera,texana,,,annual
Lygodesmia,texana,,,perennial
Nothoscordum,texanum,,,perennial
Xanthisma,texanum,,,annual
Nuttallanthus,texanus,,,annual/perennial
Clematis,texensis,,,perennial
Croton,texensis,,,annual
Lupinus,texensis,,,biennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Allium,textile,,,perennial
Alopecurus,textilis,,,perennial
Arabidopsis,thaliana,,,annual
Arabidopsis,thaliana,,,annual
Arabidopsis,thaliana,,,annual/biennial
Arabidopsis,thaliana,,,annual
Arabidopsis,thaliana,,,annual
Aquilegia,thalictrifolia,,,perennial
Caulophyllum,thalictroides,,,perennial
Isopyrum,thalictroides,,,perennial
Trifolium,thalii,,,perennial
Trifolium,thalii,,,perennial
Verbascum,thapsus,,,biennial
Verbascum,thapsus,,,perennial
Taraxacum,theodori,,,perennial
Abutilon,theophrasti,,,annual
Abutilon,theophrasti,,,annual
Abutilon,theophrasti,,,annual
Abutilon,theophrastii,,,annual
Abutilon,theophrastii,,,annual
Centipeda,thespidioides,,,perennial
Carduus,thoermeri,,,annual
Viola,thomasiana,,,perennial
Aethionema,thomasianum,,,perennial
Draba,thomasii,,,biennial/perennial
Disperis,thomensis,,,perennial
Bromus,thominii,,,annual
Eulophia,thomsonii,,,perennial
Anemone,thomsonii,,,perennial
Selago,thomsonii,,,perennial
Ranunculus,thora,,,perennial
Disperis,thorncroftii,,,perennial
Aloe,thorncroftii,,,perennial
Aloe,thraskii,,,perennial
Pueraria,thunbergiana,,,perennial
Berberis,thunbergii,,,perennial
Geranium,thunbergii,,,perennial
Astilbe,thunbergii,,,perennial
Allium,thunbergii,,,perennial
Linum,thunbergii,,,perennial
Polygonum,thunbergii,,,annual
Thalictrum,thunbergii,,,perennial
Scaevola,thunbergii,,,perennial
Pinus,thunbergii,,,perennial
Tithonia,thurberi,,,annual
Astragalus,thurberi,,,perennial
Lavatera,thuringiaca,,,perennial
Potentilla,thuringiaca,,,perennial
Lavatera,thuringiaca,,,perennial
Dracocephalum,thymiflorum,,,annual
Fumana,thymifolia,,,perennial
Linaria,thymifolia,,,perennial
Melaleuca,thymifolia,,,perennial
Spermacoce,thymoidea,,,perennial
Eriogonum,thymoides,,,perennial
Phyllanthus,thymoides,,,perennial
Elegia,thyrsifera,,,perennial
Lysimachia,thyrsiflora,,,perennial
Potentilla,thyrsiflora,,,perennial
Ampelocissus,thyrsiflora,,,perennial
Wachendorfia,thyrsiflora,,,perennial
Calceolaria,thyrsiflora,,,perennial
Rumex,thyrsiflorus,,,perennial
Rumex,thyrsiflorus,,,perennial
Rumex,thyrsiflorus,,,perennial
Renealmia,thyrsoidea,,,perennial
Selago,thyrsoidea,,,perennial
Campanula,thyrsoides,,,perennial
Silene,thysanodes,,,perennial
Viola,tianschanica,,,perennial
Taraxacum,tibetanum,,,perennial
Astragalus,tibetanus,,,perennial
Astragalus,tibetanus,,,perennial
Ajania,tibetica,,,perennial
Microula,tibetica,,,perennial
Kobresia,tibetica,,,perennial
Ajania,tibetica,,,perennial
Halogeton,tibeticus,,,annual
Calochortus,tiburonensis,,,perennial
Festuca,ticinensis,,,perennial
Rhodanthe,tietkensii,,,annual
Argyrocome,tietkensii,,,annual
Helipterum,tietkensii,,,annual
Stanhopea,tigrina,,,perennial
Artemisia,tilesii,,,perennial
Salvia,tiliaefolia,,,annual
Vitis,tiliaefolia,,,perennial
Vitis,tiliifolia,,,perennial
Salvia,tiliifolia,,,annual
Crassula,tillaea,,,annual
Galium,timeroyi,,,perennial
Anthemis,tinctoria,,,perennial
Asperula,tinctoria,,,perennial
Genista,tinctoria,,,perennial
Isatis,tinctoria,,,biennial/perennial
Serratula,tinctoria,,,perennial
Anthemis,tinctoria,,,perennial
Alkanna,tinctoria,,,perennial
Asperula,tinctoria,,,perennial
Genista,tinctoria,,,perennial
Isatis,tinctoria,,,biennial/perennial
Genista,tinctoria,,,perennial
Alkanna,tinctoria,,,perennial
Alkanna,tinctoria,,,perennial
Baptisia,tinctoria,,,perennial
Gunnera,tinctoria,,,perennial
Collinsia,tinctoria,,,annual
Asperula,tinctoria,,,perennial
Genista,tinctoria,,,perennial
Thymelaea,tinctoria,,,perennial
Galium,tinctorium,,,perennial
Carthamus,tinctorius,,,annual
Rubia,tinctorum,,,perennial
Galium,tinctorum,,,perennial
Rubia,tinctorum,,,perennial
Viburnum,tinus,,,perennial
Alchemilla,tirolensis,,,perennial
Taraxacum,tiroliense,,,perennial
Stipa,tirsa,,,perennial
Stipa,tirsa,,,perennial
Oberonia,titania,,,perennial
Tragia,tiverneana,,,perennial
Dioscorea,togoensis,,,perennial
Disperis,togoensis,,,perennial
Dioscorea,tokoro,,,perennial
Allium,tolmiei,,,perennial
Nesaea,tolypobotrys,,,perennial
Saxifraga,tombeanensis,,,perennial
Rosa,tomentella,,,perennial
Brickellia,tomentella,,,perennial
Rosa,tomentella,,,perennial
Bromus,tomentellus,,,perennial
Bromus,tomentellus,,,perennial
Populus,tomentiglandulosa,,,perennial
Carex,tomentosa,,,perennial
Draba,tomentosa,,,perennial
Paulownia,tomentosa,,,perennial
Rosa,tomentosa,,,perennial
Enchylaena,tomentosa,,,perennial
Ixiolaena,tomentosa,,,biennial/perennial
Achillea,tomentosa,,,perennial
Carex,tomentosa,,,perennial
Draba,tomentosa,,,perennial
Carex,tomentosa,,,perennial
Rhoicissus,tomentosa,,,perennial
Angelica,tomentosa,,,perennial
Amphiglossa,tomentosa,,,annual
Gerbera,tomentosa,,,perennial
Stanleya,tomentosa,,,perennial
Lessertia,tomentosa,,,perennial
Salvia,tomentosa,,,perennial
Sesbania,tomentosa,,,perennial
Rosa,tomentosa,,,perennial
Kalanchoe,tomentosa,,,perennial
Arctium,tomentosum,,,biennial
Cerastium,tomentosum,,,perennial
Arctium,tomentosum,,,perennial
Arctium,tomentosum,,,annual/biennial
Hieracium,tomentosum,,,perennial
Trifolium,tomentosum,,,annual
Cullen,tomentosum,,,perennial
Cotoneaster,tomentosus,,,perennial
Angianthus,tomentosus,,,annual
Angianthus,tomentosus,,,annual
Aster,tongolensis,,,perennial
Costus,tonkinensis,,,perennial
Cornus,tonkinensis,,,perennial
Linaria,tonzigii,,,perennial
Sorbus,torminalis,,,perennial
Pinus,torreyana,,,perennial
Collinsia,torreyi,,,annual
Machaeranthera,tortifolia,,,perennial
Xylorhiza,tortifolia,,,perennial
Habenaria,tortilis,,,perennial
Taraxacum,tortilobum,,,perennial
Heliconia,tortuosa,,,perennial
Seseli,tortuosum,,,biennial
Desmodium,tortuosum,,,annual/perennial
Allocasuarina,torulosa,,,perennial
Rhynchosia,totta,,,perennial
Artemisia,tournefortiana,,,annual
Brassica,tournefortii,,,annual
Brassica,tournefortii,,,annual
Brassica,tournefortii,,,annual
Gundelia,tournefortii,,,annual
Campanula,trachelium,,,perennial
Campanula,trachelium,,,perennial
Campanula,trachelium,,,perennial
Campanula,trachelium,,,perennial
Brachyscome,trachycarpa,,,perennial
Agropyron,trachycaulum,,,perennial
Elymus,trachycaulus,,,perennial
Habenaria,trachypetala,,,perennial
Cyphostemma,trachyphyllum,,,perennial
Aloe,trachyticola,,,perennial
Astragalus,tragacantha,,,perennial
Pimpinella,tragium,,,perennial
Salsola,tragus,,,annual
Knautia,transalpina,,,perennial
Thymus,transcaucasicus,,,perennial
Dactylorhiza,transiens,,,perennial
Onopordon,transjordanicum,,,biennial
Tridactyle,translucens,,,perennial
Muilla,transmontana,,,perennial
Melica,transsilvanica,,,perennial
Melica,transsilvanica,,,perennial
Salvia,transsilvanica,,,perennial
Cephalaria,transsylvanica,,,annual
Polystachya,transvaalensis,,,perennial
Knowltonia,transvaalensis,,,perennial
Polycarena,transvaalensis,,,annual
Syncolostemon,transvaalensis,,,perennial
Sesbania,transvaalensis,,,annual/biennial
Aloe,transvaalensis,,,perennial
Dioscorea,transversa,,,perennial
Dudleya,traskae,,,perennial
Ranunculus,traunfellneri,,,perennial
Dactylorhiza,traunsteineri,,,perennial
Dactylorhiza,traunsteineri,,,perennial
Dactylorhiza,traunsteineri,,,perennial
Epipactis,tremolsii,,,perennial
Populus,tremula,,,perennial
Populus,tremula,,,perennial
Populus,tremuloides,,,perennial
Gleditsia,triacanthos,,,perennial
Cattleya,trianaei,,,perennial
Elatine,triandra,,,annual
Salix,triandra,,,perennial
Themeda,triandra,,,perennial
Scabiosa,triandra,,,biennial/perennial
Halimocnemis,triandra,,,annual
Senecio,triangularis,,,perennial
Crepis,triasii,,,perennial
Lythrum,tribracteatum,,,perennial
Potamogeton,tricarinatus,,,perennial
Populus,trichocarpa,,,perennial
Triumfetta,trichocarpa,,,annual
Galium,trichocarpum,,,perennial
Potamogeton,trichoides,,,perennial
Potamogeton,trichoides,,,perennial
Asplenium,trichomanes,,,perennial
Asplenium,trichomanes,,,perennial
Eriogonum,trichopes,,,annual
Festuca,trichophylla,,,perennial
Matricaria,trichophylla,,,biennial/perennial
Kochia,trichophylla,,,annual
Astragalus,trichopodus,,,perennial
Weinmannia,trichosperma,,,perennial
Pimelea,trichostachya,,,annual
Crotalaria,trichotoma,,,perennial
Cneorum,tricoccon,,,perennial
Allium,tricoccum,,,perennial
Viola,tricolor,,,annual/biennial/perennial
Amaranthus,tricolor,,,annual
Viola,tricolor,,,annual/biennial/perennial
Viola,tricolor,,,annual/biannual
Convolvulus,tricolor,,,annual
Ipomoea,tricolor,,,perennial
Malacocera,tricornis,,,perennial
Galium,tricornutum,,,annual
Galium,tricornutum,,,annual
Galium,tricornutum,,,annual
Galium,tricornutum,,,annual/perennial
Eulophia,tricristata,,,perennial
Euphrasia,tricuspidata,,,annual
Euphrasia,tricuspidata,,,annual
Parthenocissus,tricuspidata,,,perennial
Sclerolaena,tricuspis,,,perennial
Tridactyle,tricuspis,,,perennial
Saxifraga,tridactylites,,,annual
Saxifraga,tridactylites,,,annual
Saxifraga,tridactylites,,,annual
Holothrix,tridactylites,,,perennial
Tridactyle,tridactylites,,,perennial
Corchorus,tridens,,,annual
Habenaria,tridens,,,perennial
Liparis,tridens,,,perennial
Isopogon,tridens,,,perennial
Orchis,tridentata,,,perennial
Orchis,tridentata,,,perennial
Xenostegia,tridentata,,,perennial
Rhoicissus,tridentata,,,perennial
Mentzelia,tridentata,,,annual
Orchis,tridentata,,,perennial
Plectorrhiza,tridentata,,,perennial
Tridactyle,tridentata,,,perennial
Artemisia,tridentata,,,perennial
Hieracium,tridentatum,,,perennial
Packera,tridenticulata,,,perennial
Ambrosia,trifida,,,annual
Corallorrhiza,trifida,,,perennial
Ambrosia,trifida,,,annual
Corallorhiza,trifida,,,perennial
Dioscorea,trifida,,,perennial
Corallorhiza,trifida,,,perennial
Corallorrhiza,trifida,,,perennial
Mitella,trifida,,,perennial
Malope,trifida,,,annual
Galium,trifidum,,,perennial
Teucrium,trifidum,,,perennial
Juncus,trifidus,,,perennial
Juncus,trifidus,,,perennial
Juncus,trifidus,,,perennial
Solanum,triflorum,,,annual
Desmodium,triflorum,,,perennial
Geum,triflorum,,,perennial
Galium,triflorum,,,perennial
Solanum,triflorum,,,annual
Viscum,triflorum,,,perennial
Cardamine,trifolia,,,perennial
Anemone,trifolia,,,perennial
Cardamine,trifolia,,,perennial
Cayratia,trifolia,,,perennial
Cissus,trifolia,,,perennial
Vitis,trifolia,,,perennial
Smilacina,trifolia,,,perennial
Gutenbergia,trifolia,,,annual/perennial
Coptis,trifolia,,,perennial
Menyanthes,trifoliata,,,perennial
Menyanthes,trifoliata,,,perennial
Menyanthes,trifoliata,,,perennial
Menyanthes,trifoliata,,,perennial
Cissus,trifoliata,,,perennial
Menyanthes,trifoliata,,,perennial
Adesmia,trifoliata,,,perennial
Leea,trifoliata,,,perennial
Allium,trifoliatum,,,perennial
Cuscuta,trifolii,,,annual
Cuscuta,trifolii,,,annual
Angraecopsis,trifurca,,,perennial
Juncus,triglumis,,,perennial
Juncus,triglumis,,,perennial
Haloragis,trigonocarpa,,,annual
Lobelia,trigonocaulis,,,annual
Taraxacum,trigonum,,,perennial
Merendera,trigyna,,,perennial
Linum,trigynum,,,annual
Linum,trigynum,,,annual
Chiloglottis,trilabra,,,perennial
Eulophia,trilamellata,,,perennial
Oxalis,trilliifolia,,,perennial
Vittadinia,triloba,,,perennial
Basananthe,triloba,,,perennial
Melothria,trilobata,,,annual
Platycoryne,trilobata,,,perennial
Taraxacum,trilobatum,,,perennial
Taraxacum,trilobifolium,,,perennial
Habenaria,trilobulata,,,perennial
Laser,trilobum,,,perennial
Corybas,trilobus,,,perennial
Corybas,trilobus,,,perennial
Corybas,trilobus,,,perennial
Isopogon,trilobus,,,perennial
Corchorus,trilocularis,,,annual
Satyrium,trinerve,,,perennial
Moehringia,trinervia,,,annual/perennial
Flaveria,trinervia,,,annual
Moehringia,trinervia,,,annual/perennial
Flaveria,trinervia,,,annual
Arenaria,trinervia,,,annual
Crotalaria,trinervia,,,perennial
Piqueria,trinervia,,,perennial
Carex,trinervis,,,perennial
Croton,trinitatis,,,annual
Hibiscus,trionum,,,annual
Hibiscus,trionum,,,annual
Hibiscus,trionum,,,annual/biennial
Bidens,tripartita,,,annual
Bidens,tripartita,,,annual
Bidens,tripartita,,,annual
Calceolaria,tripartita,,,perennial
Dioscorea,triphylla,,,perennial
Achlys,triphylla,,,perennial
Lewisia,triphylla,,,perennial
Veronica,triphyllos,,,annual
Arisaema,triphyllum,,,perennial
Sesamum,triphyllum,,,annual
Calanthe,triplicata,,,perennial
Aster,tripolium,,,annual/biennial/perennial
Aster,tripolium,,,perennial
Coelia,triptera,,,perennial
Valeriana,tripteris,,,perennial
Valeriana,tripteris,,,perennial
Schoenoplectus,triqueter,,,perennial
Schoenoplectus,triqueter,,,perennial
Hypericum,triquetrifolium,,,perennial
Allium,triquetrum,,,perennial
Allium,triquetrum,,,perennial
Diphasiastrum,tristachyum,,,perennial
Eriophorum,triste,,,perennial
Hieracium,triste,,,perennial
Hesperis,tristis,,,biennial
Lyperia,tristis,,,annual
Lemna,trisulca,,,perennial
Restio,triticeus,,,perennial
Centaurea,triumfetti,,,perennial
Anthemis,triumfettii,,,perennial
Centaurea,triumfettii,,,perennial
Anthemis,triumfettii,,,biennial/perennial
Centaurea,triumfettii,,,perennial
Aegilops,triuncialis,,,annual
Aegilops,triuncialis,,,annual
Poa,trivialis,,,perennial
Poa,trivialis,,,perennial
Poa,trivialis,,,perennial
Poa,trivialis,,,perennial
Poa,trivialis,,,perennial
Poa,trivialis,,,perennial
Poa,trivialis,,,perennial
Bellardia,trixago,,,annual
Taraxacum,tropaeatum,,,perennial
Cissus,trothae,,,perennial
Nothocalais,troximoides,,,perennial
Microseris,troximoides,,,perennial
Chloris,truncata,,,biennial/perennial
Calycadenia,truncata,,,annual
Herderia,truncata,,,annual
Pterostylis,truncata,,,perennial
Medicago,truncatula,,,annual
Acer,truncatum,,,perennial
Alchemilla,trunciloba,,,perennial
Galium,truniacum,,,perennial
Fritillaria,tubaeformis,,,perennial
Tithonia,tubaeformis,,,annual
Eulophia,tuberculata,,,perennial
Bulbophyllum,tuberculatum,,,perennial
Phlomis,tuberosa,,,perennial
Asclepias,tuberosa,,,perennial
Pedicularis,tuberosa,,,perennial
Valeriana,tuberosa,,,perennial
Valeriana,tuberosa,,,perennial
Phlomis,tuberosa,,,perennial
Cacalia,tuberosa,,,perennial
Brasenia,tuberosa,,,perennial
Pedicularis,tuberosa,,,perennial
Delphinium,tuberosum,,,perennial
Cirsium,tuberosum,,,perennial
Solanum,tuberosum,,,perennial
Symphytum,tuberosum,,,perennial
Solanum,tuberosum,,,annual
Symphytum,tuberosum,,,perennial
Cirsium,tuberosum,,,perennial
Cirsium,tuberosum,,,perennial
Symphytum,tuberosum,,,perennial
Symphytum,tuberosum,,,perennial
Symphytum,tuberosum,,,perennial
Solanum,tuberosum,,,perennial
Rumex,tuberosus,,,perennial
Helianthus,tuberosus,,,perennial
Lathyrus,tuberosus,,,perennial
Helianthus,tuberosus,,,perennial
Lathyrus,tuberosus,,,perennial
Leontodon,tuberosus,,,perennial
Ranunculus,tuberosus,,,perennial
Leontodon,tuberosus,,,perennial
Ranunculus,tuberosus,,,perennial
Thysanotus,tuberosus,,,perennial
Steptorhamphus,tuberosus,,,perennial
Kalanchoe,tubiflora,,,biennial
Allium,tubiflorum,,,perennial
Habenaria,tubifolia,,,perennial
Tithonia,tubiformis,,,annual
Habranthus,tubispathus,,,perennial
Hieracium,tubulascens,,,perennial
Cycnium,tubulosum,,,perennial
Stipa,tuckeri,,,perennial
Festuca,tucumanica,,,perennial
Liriodendron,tulipifera,,,perennial
