genus,species,subspecies,variant,life
Maranthes,polyandra,,,Phanerophyte
Marantochloa,conferta,,,Geophyte
Marantochloa,congensis,,,Hemicryptophyte
Marantochloa,cordifolia,,,Hemicryptophyte
Marantochloa,cuspidata,,,Hemicryptophyte
Marantochloa,filipes,,,Hemicryptophyte
Marantochloa,incertifolia,,,Hemicryptophyte
Marantochloa,leucantha,,,Geophyte
Marantochloa,mannii,,,Geophyte
Marantochloa,mildbraedii,,,Hemicryptophyte
Marantochloa,monophylla,,,Hemicryptophyte
Marantochloa,purpurea,,,Geophyte
Marantochloa,ramosissima,,,Hemicryptophyte
Marattia,fraxinea,,,Hemicryptophyte
Marattia,fraxinea,,,Phanerophyte
Marcelliopsis,denudata,,,Chamaephyte
Marcelliopsis,denudata,,,Phanerophyte
Margaretta,rosea,corallina,,Geophyte
Margaretta,rosea,,,Chamaephyte
Margaretta,rosea,,,Hemicryptophyte
Margaritaria,discoidea,,,Phanerophyte
Margaritaria,discoidea,,nitida,Phanerophyte
Margaritaria,discoidea,,triplosphaera,Phanerophyte
Mariscus,cylindristachyus,,,Helophyte
Mariscus,cylindristachyus,,,Hemicryptophyte
Mariscus,hemisphaericus,,,Helophyte
Mariscus,squarrosus,,,Therophyte
Mariscus,sumatrensis,,,Hemicryptophyte
Mariscus,sumatrensis,,,Therophyte
Markhamia,obtusifolia,,,Phanerophyte
Markhamia,tomentosa,,,Phanerophyte
Markhamia,zanzibarica,,,Phanerophyte
Marquesia,macroura,,,Phanerophyte
Marrubium,alysson,,,Chamaephyte
Marrubium,alysson,,,Hemicryptophyte
Marrubium,peregrinum,,,Cryptophyte
Marrubium,vulgare,,,Hemicryptophyte
Marrubium,vulgare,,,Chamaephyte
Marrubium,vulgare,,,Chamaephyte
Marrubium,vulgare,,,Hemicryptophyte
Marrubium,vulgare,,,Hemicryptophyte
Marrubium,vulgare,,,Hemicryptophyte
Marrubium,vulgare,,,Hemicryptophyte
Marrubium,vulgare,,,Hemicryptophyte
Marsdenia,macrantha,,,Hemicryptophyte
Marsilea,diffusa,,,Helophyte
Marsilea,diffusa,,,Cryptophyte
Marsilea,quadrifolia,,,Geophyte
Martretia,quadricornis,,,Phanerophyte
Martynia,annua,,,Therophyte
Mascarenhasia,arborescens,,,Phanerophyte
Massonia,bifolia,,,Geophyte
Massonia,depressa,,,Geophyte
Massonia,echinata,,,Geophyte
Massonia,jasminiflora,,,Geophyte
Massonia,longipes,,,Geophyte
Massonia,pustulata,,,Geophyte
Massonia,setulosa,,,Geophyte
Massonia,wittebergensis,,,Geophyte
Massularia,acuminata,,,Phanerophyte
Matricaria,chamomilla,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,discoidea,,,Therophyte
Matricaria,maritima,,,Therophyte
Matricaria,recutita,,,Hemicryptophyte
Matricaria,recutita,,,Therophyte
Matricaria,recutita,,,Therophyte
Matricaria,recutita,,,Therophyte
Matricaria,recutita,,,Therophyte
Matricaria,recutita,,,Therophyte
Matricaria,recutita,,,Therophyte
Matteuccia,struthiopteris,,,Hemicryptophyte
Matteuccia,struthiopteris,,,Chamaephyte
Matteuccia,struthiopteris,,,Hemicryptophyte
Matthiola,fruticulosa,,,Chamaephyte
Matthiola,incana,,,Therophyte
Matthiola,incana,,,Chamaephyte
Matthiola,incana,,,Phanerophyte
Matthiola,incana,,,Chamaephyte
Matthiola,incana,,,Therophyte
Matthiola,incana,,,Phanerophyte
Matthiola,sinuata,,,Hemicryptophyte
Matthiola,sinuata,,,Hemicryptophyte
Matthiola,sinuata,,,Hemicryptophyte
Matthiola,valesiaca,,,Chamaephyte
Maytenus,acuminata,,,Phanerophyte
Maytenus,addat,,,Phanerophyte
Maytenus,obscura,,,Phanerophyte
Maytenus,senegalensis,,,Phanerophyte
Maytenus,tenuispina,,,Phanerophyte
Maytenus,undata,,,Phanerophyte
Meconopsis,cambrica,,,Hemicryptophyte
Meconopsis,cambrica,,,Hemicryptophyte
Meconopsis,cambrica,,,Hemicryptophyte
Medicago,arabica,,,Therophyte
Medicago,arabica,,,Therophyte
Medicago,arabica,,,Therophyte
Medicago,arabica,,,Therophyte
Medicago,arabica,,,Therophyte
Medicago,arabica,,,Therophyte
Medicago,arabica,,,Therophyte
Medicago,arborea,,,Phanerophyte
Medicago,carstiensis,,,Hemicryptophyte
Medicago,falcata,,,Cryptophyte
Medicago,falcata,,,Hemicryptophyte
Medicago,glutinosa,,,Hemicryptophyte
Medicago,laciniata,,,Therophyte
Medicago,littoralis,,,Therophyte
Medicago,littoralis,,,Therophyte
Medicago,lupulina,lupulina,,Hemicryptophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,lupulina,,,Therophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,lupulina,,,Therophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,lupulina,,,Therophyte
Medicago,lupulina,,,Therophyte
Medicago,lupulina,,,Hemicryptophyte
Medicago,marina,,,Chamaephyte
Medicago,minima,,,Therophyte
Medicago,minima,,,Hemicryptophyte
Medicago,minima,,,Therophyte
Medicago,minima,,,Hemicryptophyte
Medicago,minima,,,Therophyte
Medicago,minima,,,Therophyte
Medicago,minima,,,Therophyte
Medicago,minima,,,Therophyte
Medicago,orbicularis,,,Therophyte
Medicago,orbicularis,,,Therophyte
Medicago,pironae,,,Hemicryptophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Hemicryptophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,polymorpha,,,Therophyte
Medicago,praecox,,,Therophyte
Medicago,prostrata,,,Hemicryptophyte
Medicago,rigidula,,,Therophyte
Medicago,rigidula,,,Therophyte
Medicago,sativa,falcata,,Hemicryptophyte
Medicago,sativa,falcata,,Hemicryptophyte
Medicago,sativa,sativa,,Hemicryptophyte
Medicago,sativa,,,Hemicryptophyte
Medicago,sativa,,,Hemicryptophyte
Medicago,sativa,,,Therophyte
Medicago,sativa,,,Hemicryptophyte
Medicago,sativa,,,Hemicryptophyte
Medicago,sativa,,,Hemicryptophyte
Medicago,scutellata,,,Therophyte
Medicago,sphaerocarpos,,,Therophyte
Medicago,truncatula,,,Therophyte
Medicago,varia,,,Chamaephyte
Medusagyne,oppositifolia,,,Phanerophyte
Megaphrynium,gabonense,,,Hemicryptophyte
Megaphrynium,macrostachyum,,,Hemicryptophyte
Megaphrynium,trichogynum,,,Hemicryptophyte
Megastachya,mucronata,,,Hemicryptophyte
Megastachya,mucronata,,,Therophyte
Melampyrum,arvense,,,Vascular semi-parasite
Melampyrum,arvense,,,Vascular semi-parasite
Melampyrum,arvense,,,Therophyte
Melampyrum,arvense,,,Therophyte
Melampyrum,arvense,,,Therophyte
Melampyrum,arvense,,,Therophyte
Melampyrum,arvense,,,Therophyte
Melampyrum,catalaunicum,,,Therophyte
Melampyrum,cristatum,,,Vascular semi-parasite
Melampyrum,cristatum,,,Vascular semi-parasite
Melampyrum,cristatum,,,Therophyte
Melampyrum,cristatum,,,Therophyte
Melampyrum,cristatum,,,Therophyte
Melampyrum,cristatum,,,Therophyte
Melampyrum,cristatum,,,Therophyte
Melampyrum,italicum,,,Therophyte
Melampyrum,nemorosum,,,Vascular semi-parasite
Melampyrum,nemorosum,,,Therophyte
Melampyrum,nemorosum,,,Vascular semi-parasite
Melampyrum,nemorosum,,,Therophyte
Melampyrum,nemorosum,,,Therophyte
Melampyrum,pratense,,,Vascular semi-parasite
Melampyrum,pratense,,,Therophyte
Melampyrum,pratense,,,Vascular semi-parasite
Melampyrum,pratense,,,Therophyte
Melampyrum,pratense,,,Therophyte
Melampyrum,pratense,,,Therophyte
Melampyrum,pratense,,,Therophyte
Melampyrum,pratense,,,Therophyte
Melampyrum,sylvaticum,,,Vascular semi-parasite
Melampyrum,sylvaticum,,,Vascular semi-parasite
Melampyrum,sylvaticum,,,Therophyte
Melampyrum,sylvaticum,,,Therophyte
Melampyrum,sylvaticum,,,Therophyte
Melampyrum,sylvaticum,,,Therophyte
Melampyrum,sylvaticum,,,Therophyte
Melampyrum,sylvaticum,,,Therophyte
Melampyrum,velebiticum,,,Therophyte
Melanthera,elliptica,,,Hemicryptophyte
Melanthera,madagascariensis,,,Therophyte
Melanthera,scandens,,,Therophyte
Melasma,calycinum,,,Hemicryptophyte
Melasma,scabrum,,,Hemicryptophyte
Melasphaerula,ramosa,,,Geophyte
Melastomastrum,capitatum,,,Hemicryptophyte
Melastomastrum,capitatum,,,Phanerophyte
Melastomastrum,segregatum,,,Phanerophyte
Melhania,ovata,,,Chamaephyte
Melhania,ovata,,,Hemicryptophyte
Melhania,ovata,,,Therophyte
Melhania,velutina,,,Chamaephyte
Melia,azedarach,,,Phanerophyte
Melia,volkensii,,,Phanerophyte
Melianthus,dregeanus,,,Phanerophyte
Melianthus,major,,,Chamaephyte
Melianthus,major,,,Phanerophyte
Melianthus,pectinatus,,,Phanerophyte
Melica,altissima,,,Cryptophyte
Melica,ciliata,ciliata,,Hemicryptophyte
Melica,ciliata,ciliata,,Hemicryptophyte
Melica,ciliata,magnolii,,Hemicryptophyte
Melica,ciliata,,,Hemicryptophyte
Melica,ciliata,,,Cryptophyte
Melica,ciliata,,,Hemicryptophyte
Melica,minuta,,,Hemicryptophyte
Melica,nutans,,,Hemicryptophyte
Melica,nutans,,,Geophyte
Melica,nutans,,,Hemicryptophyte
Melica,nutans,,,Hemicryptophyte
Melica,nutans,,,Hemicryptophyte
Melica,nutans,,,Hemicryptophyte
Melica,nutans,,,Hemicryptophyte
Melica,nutans,,,Hemicryptophyte
Melica,picta,,,Hemicryptophyte
Melica,picta,,,Geophyte
Melica,picta,,,Cryptophyte
Melica,picta,,,Hemicryptophyte
Melica,transsilvanica,,,Hemicryptophyte
Melica,transsilvanica,,,Cryptophyte
Melica,transsilvanica,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Geophyte
Melica,uniflora,,,Geophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melica,uniflora,,,Hemicryptophyte
Melilotus,alba,,,Hemicryptophyte
Melilotus,alba,,,Therophyte
Melilotus,alba,,,Therophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Therophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Therophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Therophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Therophyte
Melilotus,albus,,,Hemicryptophyte
Melilotus,albus,,,Therophyte
Melilotus,altissimus,,,Cryptophyte
Melilotus,altissimus,,,Geophyte
Melilotus,altissimus,,,Hemicryptophyte
Melilotus,altissimus,,,Hemicryptophyte
Melilotus,dentatus,,,Hemicryptophyte
Melilotus,elegans,,,Therophyte
Melilotus,indicus,,,Therophyte
Melilotus,indicus,,,Therophyte
Melilotus,indicus,,,Therophyte
Melilotus,italicus,,,Therophyte
Melilotus,italicus,,,Therophyte
Melilotus,neapolitanus,,,Therophyte
Melilotus,neapolitanus,,,Therophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Therophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,officinalis,,,Hemicryptophyte
Melilotus,sulcatus,,,Therophyte
Melinis,minutiflora,,,Geophyte
Melinis,nerviglumis,,,Hemicryptophyte
Melissa,officinalis,,,Cryptophyte
Melissa,officinalis,,,Hemicryptophyte
Melissa,officinalis,,,Geophyte
Melissa,officinalis,,,Hemicryptophyte
Melittis,melissophyllum,,,Cryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Melittis,melissophyllum,,,Hemicryptophyte
Mellera,lobulata,,,Chamaephyte
Mellera,lobulata,,,Phanerophyte
Melliniella,micrantha,,,Therophyte
Melochia,corchorifolia,,,Helophyte
Melochia,melissifolia,,,Therophyte
Memecylon,calophyllum,,,Phanerophyte
Memecylon,diluviorum,,,Phanerophyte
Mendoncia,combretoides,,,Phanerophyte
Mentha,aquatica,,,Hemicryptophyte
Mentha,aquatica,,,Cryptophyte
Mentha,aquatica,,,Cryptophyte
Mentha,aquatica,,,Hemicryptophyte
Mentha,aquatica,,,Helophyte
Mentha,aquatica,,,Hemicryptophyte
Mentha,aquatica,,,Hemicryptophyte
MENTHA,ARVENSIS,,,Hemicryptophyte
Mentha,arvensis,,,Hemicryptophyte
Mentha,arvensis,,,Geophyte
Mentha,arvensis,,,Cryptophyte
Mentha,arvensis,,,Hemicryptophyte
Mentha,arvensis,,,Hemicryptophyte
Mentha,arvensis,,,Hemicryptophyte
Mentha,longifolia,capensis,,Hemicryptophyte
Mentha,longifolia,,,Hemicryptophyte
Mentha,longifolia,,,Cryptophyte
Mentha,longifolia,,,Hemicryptophyte
Mentha,longifolia,,,Hemicryptophyte
Mentha,piperita,,,Cryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,pulegium,,,Cryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,pulegium,,,Hemicryptophyte
Mentha,satureioides,,,Cryptophyte
Mentha,spicata,,,Cryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,spicata,,,Hemicryptophyte
Mentha,suaveolens,suaveolens,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Cryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,suaveolens,,,Hemicryptophyte
Mentha,verticillata,,,Cryptophyte
Mentha,villosa,,,Hemicryptophyte
Menyanthes,trifoliata,,,Geophyte
Menyanthes,trifoliata,,,Cryptophyte
Menyanthes,trifoliata,,,Hemicryptophyte
Menyanthes,trifoliata,,,Cryptophyte
Menyanthes,trifoliata,,,Geophyte
Menyanthes,trifoliata,,,Hydrophyte
Menyanthes,trifoliata,,,Helophyte
Menyanthes,trifoliata,,,Geophyte
Menyanthes,trifoliata,,,Hydrophyte
Merciera,tenuifolia,,,Chamaephyte
Mercurialis,annua,annua,,Therophyte
Mercurialis,annua,huetii,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,annua,,,Therophyte
Mercurialis,ovata,,,Hemicryptophyte
Mercurialis,ovata,,,Chamaephyte
Mercurialis,ovata,,,Chamaephyte
Mercurialis,ovata,,,Geophyte
Mercurialis,perennis,,,Hemicryptophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Cryptophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Hemicryptophyte
Mercurialis,perennis,,,Hemicryptophyte
Mercurialis,perennis,,,Hemicryptophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Mercurialis,perennis,,,Geophyte
Merremia,aegyptia,,,Therophyte
Merremia,dissecta,,,Phanerophyte
Merremia,guerichii,,,Chamaephyte
Merremia,guerichii,,,Phanerophyte
Merremia,hederacea,,,Hemicryptophyte
Merremia,kentrocaulos,,,Phanerophyte
Merremia,palmata,,,Hemicryptophyte
Merremia,pinnata,,,Therophyte
Merremia,pterygocaulos,,,Helophyte
Merremia,quinquefolia,,,Chamaephyte
Merremia,quinquefolia,,,Hemicryptophyte
Merremia,tridentata,,,Hemicryptophyte
Merremia,tuberosa,,,Geophyte
Mertensia,maritima,,,Hemicryptophyte
Mertensia,maritima,,,Hemicryptophyte
Mertensia,maritima,,,Hemicryptophyte
Merwilla,natalensis,,,Geophyte
Merwilla,plumbea,,,Geophyte
Mesanthemum,radicans,,,Hemicryptophyte
Mesembryanthemum,barklyi,,,Hemicryptophyte
Mesembryanthemum,barklyi,,,Therophyte
Mesembryanthemum,cryptanthum,,,Therophyte
Mesembryanthemum,crystallinum,,,Therophyte
Mesembryanthemum,gariusanum,,,Therophyte
Mesembryanthemum,guerichianum,,,Hemicryptophyte
Mesembryanthemum,guerichianum,,,Therophyte
Mesembryanthemum,inachabense,,,Therophyte
Mesembryanthemum,longipapillosum,,,Therophyte
Mesembryanthemum,marlothii,,,Hemicryptophyte
Mesembryanthemum,nodiflorum,,,Therophyte
Mesembryanthemum,quartziticola,,,Chamaephyte
Mespilus,germanica,,,Phanerophyte
Mespilus,germanica,,,Phanerophyte
Mespilus,germanica,,,Phanerophyte
Mespilus,germanica,,,Phanerophyte
Mespilus,germanica,,,Phanerophyte
Mespilus,germanica,,,Phanerophyte
Metalasia,muricata,,,Chamaephyte
Metalasia,muricata,,,Phanerophyte
Metasequoia,glyptostroboides,,,Phanerophyte
Metasequoia,glyptostroboides,,,Phanerophyte
Metasequoia,glyptostroboides,,,Phanerophyte
Metrosideros,angustifolia,,,Phanerophyte
Meum,athamanticum,,,Hemicryptophyte
Meum,athamanticum,,,Cryptophyte
Meum,athamanticum,,,Hemicryptophyte
Meum,athamanticum,,,Hemicryptophyte
Meum,athamanticum,,,Hemicryptophyte
Meum,athamanticum,,,Hemicryptophyte
Meum,athamanticum,,,Hemicryptophyte
Mibora,minima,,,Therophyte
Mibora,minima,,,Hemicryptophyte
Mibora,minima,,,Therophyte
Mibora,minima,,,Therophyte
Mibora,minima,,,Therophyte
Mibora,minima,,,Therophyte
Mibora,minima,,,Therophyte
Micklethwaitia,carvalhoi,,,Phanerophyte
Micranthus,alopecuroides,,,Geophyte
Micranthus,junceus,,,Geophyte
Micranthus,tubulosus,,,Geophyte
Microberlinia,brazzavillensis,,,Phanerophyte
Microdon,dubius,,,Chamaephyte
Microdracoides,squamosus,,,Chamaephyte
Microglossa,pyrifolia,,,Phanerophyte
Microglossa,pyrrhopappa,,,Chamaephyte
Microglossa,pyrrhopappa,,,Hemicryptophyte
Microgramma,lycopodioides,,,Hemicryptophyte
Microgramma,mauritiana,,,Hemicryptophyte
Microlepia,speluncae,,,Hemicryptophyte
Microloma,sagittatum,,,Chamaephyte
Microloma,sagittatum,,,Phanerophyte
Micromeria,imbricata,,,Chamaephyte
Micromeria,imbricata,,,Hemicryptophyte
Micromeria,marginata,,,Chamaephyte
Micromeria,thymifolia,,,Chamaephyte
Micropus,discolor,,,Therophyte
Micropus,erectus,,,Therophyte
Micropyrum,tenellum,,,Therophyte
Microrrhinum,minus,,,Therophyte
Microsorum,scolopendria,,,Hemicryptophyte
Microstylis,monophyllos,,,Geophyte
microthlaspi,perfoliatum,,,Therophyte
microthlaspi,perfoliatum,,,Therophyte
microthlaspi,perfoliatum,,,Therophyte
microthlaspi,perfoliatum,,,Therophyte
Mikania,chenopodiifolia,,,Epiphyte
Mikaniopsis,tanganyikensis,,,Phanerophyte
Mikaniopsis,usambarensis,,,Chamaephyte
