genus,species,subspecies,variant,nfix
Alectryon,oleifolius,,,no
Alectryon,oleifolius,,,yes
Maytenus,oleodes,,,no
Maytenus,oleodes,,,no
Maytenus,oleodes,,,no
Maytenus,oleoides,,,no
Maytenus,oleoides,,,yes
Schleichera,oleosa,,,no
Schleichera,oleosa,,,no
Schleichera,oleosa,,,yes
Panda,oleosa,,,no
Poga,oleosa,,,no
Spinacia,oleracea,,,no
Brassica,oleracea,,,no
Brassica,oleracea,,,no
Spinacea,oleracea,,,no
Spinacea,oleracea,,,no
Portulaca,oleracea,,,no
Brassica,oleracea,,,yes
Portulaca,oleracea,,,yes
Spinacia,oleracea,,,yes
Neptunia,oleracea,,,yes
Brassica,oleracea,,,no
Euterpe,oleracea,,,no
Portulaca,oleracea,,,no
Allium,oleraceum,,,no
Cirsium,oleraceum,,,no
Sonchus,oleraceus,,,no
Lotus,olgae,,,yes
Acacia,olgana,,,yes
Acacia,olgana,,,yes
Larix,olgenisis,,,no
Aristida,oligantha,,,yes
Scleria,oligantha,,,yes
Macrotyloma,oliganthum,,,yes
Trifolium,oliganthum,,,yes
Ceanothus,oliganthus,,,yes
Ceanothus,oliganthus,,,yes
Ceanothus,oliganthus,,,yes
Ceanothus,oliganthus,,,yes
Ceanothus,oliganthus,,,yes
Dalbergia,oligophylla,,,yes
Psoralea,oligophylla,,,yes
Dichanthelium,oligosanthe,,,no
Panicum,oligosanthe,,,no
Panicum,oligosanthe,,,no
Panicum,oligosanthes,,,no
Panicum,oligosanthes,,,no
Panicum,oligosanthes,,,no
dichanthelium,oligosanthes,,,yes
Vigna,oligosperma,,,yes
Corchorus,olitorius,,,no
Guatteria,olivacea,,,no
Guatteria,olivacea,,,yes
Guatteria,olivacea,,,no
Dalbergia,oliveri,,,yes
Dolichos,oliveri,,,yes
Dalbergia,oliveri,,,yes
Daniellia,oliveri,,,yes
Dalbergia,oliveri,,,yes
Scirpus,olneyi,,,no
Scirpus,olneyi,,,no
Scirpus,olneyi,,,no
Euphorbia,olowaluana,,,no
Euphorbia,olowaluana,,,no
Chamaesyce,olowaluana,,,yes
Acacia,omalophylla,,,yes
Pueraria,omeiensis,,,yes
Picea,omorika,,,no
Acacia,oncinocarpa,,,yes
Acacia,oncinocarpa,,,yes
Orbexilum,onobrychis,,,yes
Astragalus,onobrychis,,,yes
Crotalaria,oocarpa,,,yes
Pinus,oocarpa,,,no
Desmodium,oojeinense,,,yes
Ougeinia,oojeinensis,,,yes
Symphyotrichum,oolentangiense,,,yes
Juniperus,oophora,,,no
Juniperus,oophora,,,no
Eucalyptus,opaca,,,no
Eucalyptus,opaca,,,no
Eucalyptus,opaca,,,no
Beyeria,opaca,,,no
Beyeria,opaca,,,no
Corymbia,opaca,,,no
Ilex,opaca,,,no
Ilex,opaca,,,no
Ilex,opaca,,,no
Beyeria,opaca,,,no
Aspalathus,opaca,,,yes
Ilex,opaca,,,yes
Beyeria,opaca,,,yes
Corymbia,opaca,,,yes
Ilex,opaca,,,no
Protium,opacum,,,no
Protium,opacum,,,no
Protium,opacum,,,no
Protium,opacum,,,no
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Machaerum,opacum,,,yes
Protium,opacum,,,yes
Machaerium,opacum,,,yes
Machaerium,opacum,,,yes
Protium,opacum,,,no
Acer,opalus,,,no
Acer,opalus,,,no
Acer,opalus,,,yes
Mimosa,ophthalmocentra,,,yes
Guapira,opposita,,,no
Guapira,opposita,,,no
Guapira,opposita,,,no
Guapira,opposita,,,no
Guapira,opposita,,,no
Ficus,opposita,,,no
Rafnia,opposita,,,yes
Guapira,opposita,,,yes
Ficus,opposita,,,yes
Taralea,oppositifolia,,,yes
Taralea,oppositifolia,,,yes
Taralea,oppositifolia,,,yes
Neea,oppositifolia,,,no
Taralea,oppositifolia,,,yes
Colubrina,oppositifolia,,,no
Eremophila,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Taralea,oppositifolia,,,yes
Neea,oppositifolia,,,yes
Colubrina,oppositifolia,,,yes
Eremophila,oppositifolia,,,yes
Saxifraga,oppositifolia,,,yes
Colebrookea,oppositifolia,,,no
Saxifraga,oppositifolia,,,no
Taralea,oppositifolia,,,no
Physocarpus,opulifolius,,,no
Physocarpus,opulifolius,,,no
Physocarpus,opulifolius,,,yes
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,no
Viburnum,opulus,,,yes
Viburnum,opulus,,,no
Hoita,orbicularis,,,yes
Medicago,orbicularis,,,yes
Carex,orbicularis,,,no
Alchemilla,orbiculata,,,no
Lachemilla,orbiculata,,,no
Alchemilla,orbiculata,,,no
Chamaecrista,orbiculata,,,yes
Carmichaelia,orbiculata,,,yes
Medica,orbiculata,,,yes
Alchemilla,orbiculata,,,yes
Lachemilla,orbiculata,,,yes
Symphoricarpos,orbiculatus,,,no
Symphoricarpos,orbiculatus,,,no
Astragalus,orbiculatus,,,yes
Symphoricarpos,orbiculatus,,,yes
Cocculus,orbiculatus,,,no
Duparquetia,orchidacea,,,yes
Eragrostis,orcuttiana,,,no
Oxalis,oregana,,,no
Oxalis,oregana,,,no
Oxalis,oregana,,,yes
Oxytropis,oreophila,,,yes
Lathyrus,oreophilus,,,yes
Ervum,orientale,,,yes
Eremopyrum,orientale,,,no
Sisymbrium,orientale,,,no
Viburnum,orientale,,,no
Bunias,orientalis,,,no
Trema,orientalis,,,no
Trema,orientalis,,,no
Bunias,orientalis,,,no
Alnus,orientalis,,,yes
Colutea,orientalis,,,yes
Crotalaria,orientalis,,,yes
Galega,orientalis,,,yes
Lens,orientalis,,,yes
Securigera,orientalis,,,yes
Trema,orientalis,,,yes
Bunias,orientalis,,,yes
Astrodaucus,orientalis,,,no
Bunias,orientalis,,,no
Carpinus,orientalis,,,no
Clematis,orientalis,,,no
Fagus,orientalis,,,no
Galega,orientalis,,,yes
Inula,orientalis,,,no
Malus,orientalis,,,no
Picea,orientalis,,,no
Platanus,orientalis,,,no
Platycladus,orientalis,,,no
Rhynchocorys,orientalis,,,no
Scutellaria,orientalis,,,no
Stipa,orientalis,,,no
Trema,orientalis,,,no
Erythroxylum,orinocense,,,no
Erythroxylum,orinocense,,,no
Erythroxylum,orinocense,,,yes
Crotalaria,orixensis,,,yes
Swartzia,oriximinaensis,,,yes
Indigofera,ormocarpoides,,,yes
Paramachaerium,ormosioides,,,yes
Banksia,ornata,,,no
Banksia,ornata,,,no
Inga,ornata,,,yes
Bossiaea,ornata,,,yes
Banksia,ornata,,,yes
Bauhinia,ornata,,,yes
Sphenostylis,ornata,,,yes
Philodendron,ornatum,,,no
Lupinus,ornatus,,,yes
Lotus,ornithopodioides,,,yes
Trifolium,ornithopodioides,,,yes
Fraxinus,ornus,,,no
Fraxinus,ornus,,,no
Fraxinus,ornus,,,yes
Fraxinus,ornus,,,no
Lotus,oroboides,,,yes
Swainsona,oroboides,,,yes
Virgilia,oroboides,,,yes
Cytisus,oromediterraneus,,,yes
Mimosa,orthocarpa,,,yes
Medicago,orthoceras,,,yes
Hakea,orthorrhyncha,,,yes
Hakea,orthorryncha,,,yes
Hakea,orthorryncha,filiformis,,no
Hakea,orthorryncha,filiformis,,no
Hakea,orthorryncha,orthorryncha,,no
Hakea,orthorryncha,orthorryncha,,no
Hakea,orthorryncha,filiformis,,no
Hakea,orthorryncha,orthorryncha,,no
Leersia,oryzoides,,,no
Acacia,oshanesii,,,yes
Polybotrya,osmundaceae,,,no
Narthecium,ossifragum,,,yes
Narthecium,ossifragum,,,no
Juniperus,osteosperma,,,no
Juniperus,osteosperma,,,no
Juniperus,osteosperma,,,no
Juniperus,osteosperma,,,no
Pterocarpus,osun,,,yes
Acacia,oswaldii,,,yes
Acacia,oswaldii,,,yes
Acacia,oswaldii,,,yes
Acacia,oswaldii,,,yes
Acacia,oswaldii,,,yes
Silene,otites,,,no
Atolla,otoleoides,,,no
Indopiptadenia,oudhensis,,,yes
Bauhinia,outimouta,,,yes
Eschweilera,ovalifolia,,,no
Eschweilera,ovalifolia,,,no
Eschweilera,ovalifolia,,,no
Garcinia,ovalifolia,,,no
Prostanthera,ovalifolia,,,no
Garcinia,ovalifolia,,,no
Garcinia,ovalifolia,,,yes
Eschweilera,ovalifolia,,,yes
Prostanthera,ovalifolia,,,yes
Lyonia,ovalifolia,,,yes
Tontelea,ovalifolia,,,yes
Acaena,ovalifolia,,,no
Eschweilera,ovalifolia,,,no
Jacquemontia,ovalifolia,,,no
Ligustrum,ovalifolium,,,no
Ligustrum,ovalifolium,,,yes
Alysicarpus,ovalifolius,,,yes
Talauma,ovata,,,no
Aegilops,ovata,,,no
Carissa,ovata,,,no
Carya,ovata,,,no
Goodenia,ovata,,,no
Thevetia,ovata,,,no
Aegilops,ovata,,,no
Carya,ovata,,,no
Carya,ovata,,,no
Catalpa,ovata,,,no
Carya,ovata,,,no
Carya,ovata,,,no
Carya,ovata,,,no
Aegilops,ovata,,,no
Ateleia,ovata,,,yes
Carmichaelia,ovata,,,yes
Indigofera,ovata,,,yes
Mirbelia,ovata,,,yes
Rafnia,ovata,,,yes
Aegilops,ovata,,,yes
Carya,ovata,,,yes
Talauma,ovata,,,yes
Goodenia,ovata,,,yes
Catalpa,ovata,,,yes
Thevetia,ovata,,,yes
Dalbergia,ovata,,,yes
Genista,ovata,,,yes
Agathosma,ovata,,,no
Eleocharis,ovata,,,no
Fimbristylis,ovata,,,no
Magnolia,ovata,,,no
NEOTTIA,OVATA,,,no
Protium,ovatum,,,no
Protium,ovatum,,,no
Protium,ovatum,,,no
Protium,ovatum,,,no
Protium,ovatum,,,no
Protium,ovatum,,,no
Vaccinium,ovatum,,,no
Protium,ovatum,,,yes
Vaccinium,ovatum,,,yes
Ceanothus,ovatus,,,yes
Lasiocephalus,ovatus,,,yes
Senecio,ovatus,,,yes
Lagurus,ovatus,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,no
Festuca,ovina,,,yes
Festuca,ovina,,,no
Gardenia,ovularis,,,no
Gardenia,ovularis,,,yes
Vigna,owahuensis,,,yes
Indigofera,oxalidea,,,yes
Hypocalyptus,oxalidifolius,,,yes
Carex,oxyandra,,,no
Juniperus,oxycedrus,,,no
Juniperus,oxycedrus,,,no
Acacia,oxycedrus,,,yes
Juniperus,oxycedrus,,,no
Vaccinium,oxycoccos,,,no
Vaccinium,oxycoccos,,,no
Vaccinium,oxycoccos,,,yes
Astragalus,oxyglottis,,,yes
Mirbelia,oxylobioides,,,yes
Eucalyptus,oxymitra,,,no
Eucalyptus,oxymitra,,,yes
Senna,oxyphylla,,,yes
Pseudolmedia,oxyphyllaria,,,no
Pseudolmedia,oxyphyllaria,,,no
Pseudolmedia,oxyphyllaria,,,yes
Lotononis,oxyptera,,,yes
Indigofera,oxytropis,,,yes
Indigofera,oxytropoides,,,yes
Prangos,pabularia,,,no
Lafoensia,pacari,,,no
Lafoensia,pacari,,,yes
Capparis,pachaca,,,no
Capparis,pachaca,,,no
Capparis,pachaca,,,yes
Pilosocereus,pachicladus,,,no
Pilosocereus,pachicladus,,,no
Sesbania,pachycarpa,,,yes
Ormosia,pachycarpa,,,yes
Pilosocereus,pachycladus,,,yes
Aspalathus,pachyloba,,,yes
Mucuna,pachylobia,,,yes
Stizolobium,pachylobium,,,yes
Melaleuca,pachyphylla,,,yes
Dialium,pachyphyllum,,,yes
Callistemon,pachyphyllus,,,no
Desmodium,pachyrrhizum,,,yes
Ranunculus,pachyrrhizus,,,no
Ranunculus,pachyrrhizus,,,yes
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,no
Cecropia,pachystachya,,,yes
Bromus,pacificus,,,no
Bromus,pacificus,,,yes
Prunus,padus,,,no
Prunus,padus,,,no
Prunus,padus,,,no
Prunus,padus,,,no
Prunus,padus,,,no
Vicia,palaestina,,,yes
Trifolium,palaestinum,,,yes
Lotus,palaestinus,,,yes
Lupinus,palaestinus,,,yes
Tetragonolobus,palaestinus,,,yes
Pultenaea,paleacea,,,yes
Pultenaea,paleacea,,,yes
Intsia,palembanica,,,yes
Afzelia,palembanica,,,yes
Dipterocarpus,palembanicus,,,no
Onobrychis,pallasii,,,yes
Havardia,pallens,,,yes
Tephrosia,pallens,,,yes
Acacia,pallens,,,yes
Hedysarum,pallens,,,yes
Festuca,pallens,,,no
Trifolium,pallescens,,,yes
Carex,pallescens,,,no
Luzula,pallescens,,,no
Trichilia,pallida,,,no
Trichilia,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Lycium,pallida,,,no
Tabebuia,pallida,,,no
Forchhammeria,pallida,,,no
Prosopis,pallida,,,yes
Crotalaria,pallida,,,yes
Erythrina,pallida,,,yes
Trichilia,pallida,,,yes
Forchhammeria,pallida,,,yes
Senna,pallida,,,yes
Vicia,pallida,,,yes
Tradescantia,pallida,,,no
Trichilia,pallida,,,no
Horsfieldia,pallidicaula,,,yes
Crotalaria,pallidicaulis,,,yes
Glycyrrhiza,pallidiflora,,,yes
Vouacapoua,pallidior,,,yes
Hedysarum,pallidum,,,yes
Trifolium,pallidum,,,yes
Lycium,pallidum,,,yes
Cullen,pallidum,,,yes
Lycium,pallidum,,,no
Heliocarpus,pallidus,,,no
Heliocarpus,pallidus,,,yes
Unidentified,Palm,,,no
Unidentified,Palm,,,no
Unidentified,Palm,,,no
Coreopsis,palmata,,,no
Coreopsis,palmata,,,no
Coreopsis,palmata,,,yes
Trevesia,palmata,,,no
Acer,palmatum,,,no
Acer,palmatum,,,no
Acer,palmatum,,,no
Acer,palmatum,,,no
Acer,palmatum,,,yes
Petasites,palmatus,,,no
Merremia,palmeri,,,no
Merremia,palmeri,,,yes
Astragalus,palmeri,,,yes
Psophocarpus,palmettorum,,,yes
Setaria,palmifolia,,,yes
Lindackeria,paludosa,,,no
Crepis,paludosa,,,no
Crepis,paludosa,,,no
Crepis,paludosa,,,no
Crepis,paludosa,,,no
Crepis,paludosa,,,no
Crepis,paludosa,,,no
Crepis,paludosa,,,no
Lindackeria,paludosa,,,yes
Crepis,paludosa,,,yes
Almaleea,paludosa,,,yes
Mimosa,paludosa,,,yes
Crepis,paludosa,,,no
Ranunculus,paludosus,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Calla,palustre,,,no
Ledum,palustre,,,no
Rhododendron,palustre,,,no
Sphagnum,palustre,,,no
Ledum,palustre,,,no
Rhododendron,palustre,,,no
Calla,palustre,,,no
Rhododendron,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,no
Ledum,palustre,,,yes
Comarum,palustre,,,yes
Epilobium,palustre,,,yes
Cirsium,palustre,,,yes
Cirsium,palustre,,,no
Comarum,palustre,,,no
Epilobium,palustre,,,no
Galium,palustre,,,no
Caltha,palustris,,,no
Caltha,palustris,,,no
Caltha,palustris,,,no
Myosotis,palustris,,,no
Pinus,palustris,,,no
Poa,palustris,,,no
Potentilla,palustris,,,no
Viola,palustris,,,no
Caltha,palustris,,,no
Rumex,palustris,,,no
Caltha,palustris,,,no
Caltha,palustris,,,no
Potentilla,palustris,,,no
Viola,palustris,,,no
Myosotis,palustris,,,no
Caltha,palustris,,,no
Pinus,palustris,,,no
Pinus,palustris,,,no
Pinus,palustris,,,no
Lathyrus,palustris,,,yes
Psophocarpus,palustris,,,yes
Caltha,palustris,,,yes
Viola,palustris,,,yes
Calla,palustris,,,yes
Poa,palustris,,,yes
Stachys,palustris,,,yes
Quercus,palustris,,,yes
Rumex,palustris,,,yes
Botor,palustris,,,yes
Anacamptis,palustris,,,no
Calla,palustris,,,no
Callitriche,palustris,,,no
Caltha,palustris,,,no
Eleocharis,palustris,,,no
Epipactis,palustris,,,no
Hottonia,palustris,,,no
Ludwigia,palustris,,,no
Parnassia,palustris,,,no
Pinus,palustris,,,no
Poa,palustris,,,no
Proserpinaca,palustris,,,no
Quercus,palustris,,,no
Rorippa,palustris,,,no
Scheuchzeria,palustris,,,no
Stachys,palustris,,,no
Triglochin,palustris,,,no
Viola,palustris,,,no
Zannichellia,palustris,,,no
Setaria,pampeana,,,yes
Swartzia,panacoco,,,yes
Swartzia,panacoco,,,yes
Swartzia,panacoco,,,yes
Swartzia,panacoco,,,yes
Swartzia,panacoco,,,yes
Swartzia,panacoco,,,yes
Swartzia,panacoco,,,yes
Zanthoxylum,panamense,,,no
Zanthoxylum,panamense,,,no
Zanthoxylum,panamense,,,yes
Desmopsis,panamensis,,,no
Tetragastris,panamensis,,,no
Tetragastris,panamensis,,,no
Desmopsis,panamensis,,,no
Tetragastris,panamensis,,,no
Desmopsis,panamensis,,,yes
Tetragastris,panamensis,,,yes
Maranthes,panamensis,,,yes
Maripa,panamensis,,,yes
Styphelia,pancheri,,,yes
Hakea,pandanicarpa,,,no
Hakea,pandanicarpa,,,yes
Hakea,pandicarpa,,,yes
Macroptilium,panduratum,,,yes
Carex,panicea,,,no
Carex,panicea,,,no
Carex,panicea,,,yes
Carex,panicea,,,no
Pogonatherum,paniceum,,,no
Sporobolus,panicoides,,,no
Sporobolus,panicoides,,,yes
Piptadenia,paniculata,,,yes
Piptadenia,paniculata,,,yes
Piptadenia,paniculata,,,yes
Piptadenia,paniculata,,,yes
Eucalyptus,paniculata,,,no
Tachigalia,paniculata,,,yes
Tachigalia,paniculata,,,yes
Grewia,paniculata,,,no
Apoplanesia,paniculata,,,yes
Apoplanesia,paniculata,,,yes
Eucalyptus,paniculata,,,no
Eucalyptus,paniculata,,,no
Apoplanesia,paniculata,,,no
Eucalyptus,paniculata,,,no
Tachigali,paniculata,,,yes
Aeschynomene,paniculata,,,yes
Piptadenia,paniculata,,,yes
Tephrosia,paniculata,,,yes
Acacia,paniculata,,,yes
Eucalyptus,paniculata,,,yes
Grewia,paniculata,,,yes
Julbernardia,paniculata,,,yes
Peltogyne,paniculata,,,yes
Apoplanesia,paniculata,,,no
Carex,paniculata,,,no
Neslia,paniculata,,,no
Phlox,paniculata,,,no
Saxifraga,paniculata,,,no
Tachigali,paniculata,,,yes
uniola,paniculata,,,no
Stryphnodendron,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Sclerolobium,paniculatum,,,yes
Santalum,paniculatum,,,no
Desmodium,paniculatum,,,yes
Sclerolobium,paniculatum,,,no
Stryphnodendron,paniculatum,,,yes
Desmodium,paniculatum,,,yes
Protium,paniculatum,,,yes
Santalum,paniculatum,,,yes
Allium,paniculatum,,,no
Eryngium,paniculatum,,,no
Protium,paniculatum,,,no
Mallotus,paniculatus,,,no
Mallotus,paniculatus,,,no
Mallotus,paniculatus,,,no
Mallotus,paniculatus,,,no
Mallotus,paniculatus,,,yes
Pleurolobus,paniculatus,,,yes
Vicia,pannonica,,,yes
Trifolium,pannonicum,,,yes
Tripolium,pannonicum,,,yes
Caesalpinia,pannosa,,,no
Trifolium,panormitanum,,,yes
Inga,panurensis,,,yes
Parkia,panurensis,,,yes
Parkia,panurensis,,,yes
Parkia,panurensis,,,yes
Parkia,panurensis,,,yes
Parkia,panurensis,,,yes
Inga,panurensis,,,yes
Carica,papaya,,,no
Carica,papaya,,,no
Carica,papaya,,,yes
Carica,papaya,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,no
Pelargonium,papilionaceum,,,yes
Medicago,papillosa,,,yes
Ceanothus,papillosus,,,yes
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,yes
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Schmidtia,pappophoroides,,,no
Eucalyptus,papuana,,,no
Eucalyptus,papuana,,,no
Eucalyptus,papuana,,,no
Eucayptus,papuana,,,no
Eucayptus,papuana,,,no
Corymbia,papuana,,,yes
Corymbia,papuana,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,no
Betula,papyrifera,,,yes
Betula,papyrifera,,,no
Broussonetia,papyrifera,,,no
Acacia,papyrocarpa,,,yes
Citrus,paradisi,,,no
Citrus,paradisi,,,yes
Citrus,paradisii,,,no
Acacia,paradoxa,,,yes
Tephrosia,paradoxa,,,yes
Racosperma,paradoxum,,,yes
Xanthostemon,paradoxus,,,no
Xanthostemon,paradoxus,,,no
Xanthostemon,paradoxus,,,no
Xanthostemon,paradoxus,,,no
Thyrsodium,paraense,,,no
Thyrsodium,paraense,,,no
Thyrsodium,paraense,,,no
Thyrsodium,paraense,,,no
Sclerolobium,paraense,,,no
Sclerolobium,paraense,,,no
Sclerolobium,paraense,,,no
Platymiscium,paraense,,,yes
Centrolobium,paraense,,,yes
Rauwolia,paraensis,,,no
Qualea,paraensis,,,no
Qualea,paraensis,,,no
Qualea,paraensis,,,no
Qualea,paraensis,,,no
Dicorynia,paraensis,,,yes
Inga,paraensis,,,yes
Inga,paraensis,,,yes
Inga,paraensis,,,yes
Inga,paraensis,,,yes
Ormosia,paraensis,,,yes
Vatairea,paraensis,,,yes
Trymatococcus,paraensis,,,no
Trymatococcus,paraensis,,,no
Inga,paraensis,,,yes
Tachigali,paraensis,,,yes
Ormosia,paraensis,,,yes
Inga,paraensis,,,yes
Rauvolfia,paraensis,,,yes
